key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
78,"戰爭獵鷹",0,"",0,0,1,0,0,1514,2,1,45,15,70,1,2,28,374,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,56,4057,30103,90,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
79,"",0,"",0,0,1,0,0,1411,2,1,45,0,60,1,2,26,319,"SE_Bt_Etc_EnsaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_EnsaBye",15,9,False,True,0,0,0,0,-1,0,0,65,False,0,0,60,0,15,False,False,False,False,False,0,0,False,False,9,21,39,False,40,False
80,"榮耀號",0,"",0,0,1,0,0,1444,2,1,45,15,15,1,2,29,319,"SE_Bt_Etc_CyoukogataWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_CyoukogataBye",0,10,False,True,0,0,0,0,57,4058,11010,140,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,17,18,37,False,37,False
81,"筋鬥雲",0,"",0,0,1,0,0,1505,2,1,45,15,15,1,2,30,319,"SE_Bt_Etc_KintounWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KintounBye",20,20,False,True,0,0,0,0,58,4059,16010,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,16,19,37,False,52,False
82,"初代胖陸行鳥",0,"",0,0,1,0,0,1520,2,1,45,0,15,1,0,0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,True,False,0,0,0,0,59,4060,302,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,8,23,37,False,37,False
83,"天陽馬阿斯特洛珀",0,"",0,0,1,0,0,1476,2,1,45,15,80,1,2,31,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,60,4061,3030,65,False,0,0,60,1,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
84,"胖莫古利",0,"",0,0,1,0,0,1532,2,1,45,15,15,1,2,32,396,"SE_Bt_Etc_MogKikyuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MogKikyuuBye",20,10,False,True,0,0,0,0,61,4062,400,100,False,0,0,50,1,20,True,True,False,False,False,0,0,False,False,17,19,37,False,37,False
85,"",0,"",0,0,1,0,0,820,2,0,45,15,15,0,0,7,121,"SE_Bt_Etc_WaterRizardWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WaterRizardBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,100,0,16,False,False,False,False,False,0,0,False,False,32,21,43,False,42,False
86,"孢雲棉花糖",0,"",0,0,1,0,0,1515,2,1,45,15,15,1,2,33,319,"SE_Bt_Etc_PopoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PopoBye",20,10,False,True,0,0,0,0,63,4063,16020,100,False,0,0,70,0,19,True,True,False,False,False,0,0,False,False,17,20,37,False,40,False
87,"威斯帕號",0,"",0,0,1,0,0,1534,2,1,45,15,15,1,2,34,319,"SE_Bt_Etc_YoukaiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YoukaiBye",0,10,False,True,0,0,0,0,64,4064,40500,200,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,18,20,43,False,42,False
88,"",0,"",0,0,1,0,0,1412,2,1,45,15,50,1,2,25,319,"SE_Bt_Etc_TwinTaniaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TwinTaniaBye",20,20,False,True,0,0,0,0,-1,0,0,120,False,9,3,60,0,17,True,False,False,False,False,0,0,False,False,8,21,39,False,38,False
89,"",0,"",0,0,1,0,0,1515,2,1,45,15,15,1,2,33,319,"SE_Bt_Etc_PopoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PopoBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,70,0,18,True,False,False,False,False,0,0,False,False,17,20,37,False,40,False
90,"暗黑獵鷹",0,"",0,0,1,0,0,1580,2,1,45,15,70,1,2,28,395,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,65,4065,30104,90,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
91,"浮空系統",0,"",0,0,1,0,0,1636,2,1,45,15,15,1,0,16,319,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,False,True,0,0,0,0,66,4066,10501,100,False,12,4,100,0,9,True,True,False,False,False,0,0,False,False,17,19,39,False,40,False
92,"顱浮魔像",0,"",0,0,1,0,0,1635,2,1,45,15,70,1,2,4,319,"SE_Bt_Etc_AhrimanWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_AhrimanBye",20,10,False,True,0,0,0,0,67,4068,5010,100,False,0,0,50,0,0,True,False,False,False,False,0,0,False,False,19,23,41,False,44,False
93,"逐月幻狼瑪納加爾姆",0,"",0,0,1,0,0,1629,2,1,45,15,70,1,2,35,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,68,4067,3281,100,False,0,6,70,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
94,"威斯帕前進號",0,"",0,0,1,0,0,1646,2,1,45,15,15,1,2,34,319,"SE_Bt_Etc_YoukaiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YoukaiBye",0,10,False,True,0,0,0,0,69,4069,40501,200,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,18,20,43,False,42,False
95,"轟天",0,"",0,0,1,0,0,1585,2,1,45,70,70,1,2,36,319,"SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,70,4074,40600,100,False,0,0,55,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
96,"銀牙",0,"",0,0,1,0,0,1586,2,1,45,70,70,1,2,36,319,"SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,71,4075,40601,100,False,0,0,55,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
97,"仙術熊貓",0,"",0,0,1,0,0,1593,2,1,45,15,70,1,2,9,638,"SE_Bt_Etc_PandaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PandaBye",20,10,False,True,0,0,0,0,72,4070,3252,65,False,12,3,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,38,False
98,"睿智獵鷹",0,"",0,0,1,0,0,1768,2,1,45,15,70,1,2,28,415,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,73,4071,30105,90,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
99,"星芒熊",0,"",0,0,1,0,0,1658,2,1,45,15,70,1,2,9,319,"SE_Bt_Etc_XmasKumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_XmasKumaBye",20,10,False,True,0,0,0,0,74,4102,3253,65,False,12,3,70,0,32,False,True,False,False,False,0,0,False,False,9,19,41,False,38,False
100,"黑天馬",0,"",0,0,1,0,0,1472,2,1,45,15,80,1,2,24,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,75,4072,3021,65,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
101,"阿里達烏斯",0,"",0,0,1,0,0,1704,2,1,45,15,15,1,2,38,416,"SE_Bt_Etc_AlxWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_AlxBye",0,10,False,False,0,0,0,0,76,4073,10600,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,18,21,41,False,40,False
102,"雷剛",0,"",0,0,1,0,0,1587,2,1,45,70,70,1,2,39,319,"SE_Bt_Etc_GaroWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GaroBye",20,10,False,True,0,0,0,0,79,4076,40602,100,False,0,0,55,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
103,"尼祿專用魔導裝甲",0,"",0,0,1,0,0,2,2,0,45,0,15,0,0,0,331,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,327681,0,0,-1,0,0,77,False,0,0,70,0,23,False,False,False,False,False,0,0,False,False,30,23,41,False,40,False
104,"厲鬼獵鷹",0,"",0,0,1,0,0,1857,2,1,45,15,70,1,2,28,424,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,77,4077,30106,90,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
105,"鳳皇",0,"",0,0,1,0,0,1765,2,1,45,15,70,1,2,46,425,"SE_Bt_Etc_HououWhistle","SE_Bt_Etc_HououBye","SE_Bt_Etc_HououBye",20,10,False,True,0,0,0,0,78,4078,30150,55,False,0,0,60,0,0,True,False,False,False,False,0,0,False,False,18,21,41,False,42,False
106,"彩蛋系統",0,"",0,0,1,0,0,1777,2,1,45,15,15,1,0,0,319,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EggBye",0,10,False,True,0,0,0,0,80,4079,16030,100,False,0,0,70,0,25,True,True,False,False,False,0,0,False,False,17,18,39,False,40,False
107,"",0,"",0,0,1,0,0,1777,2,1,45,15,15,1,0,0,319,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EggBye",0,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,70,0,24,False,False,False,False,False,0,0,False,False,17,18,39,False,40,False
108,"孤傲煉獄獵犬",0,"",0,0,1,0,0,1276,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,81,4080,3300,65,False,0,6,70,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
109,"首領煉獄獵犬",0,"",0,0,1,0,0,1837,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,82,4081,3301,65,False,0,6,70,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
110,"賢者座椅",0,"",0,0,1,0,0,1776,2,1,45,15,15,1,2,41,319,"SE_Bt_Etc_IsuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_IsuBye",0,10,False,True,0,0,0,0,83,4084,16040,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,17,19,39,False,38,False
111,"希爾德拉",0,"",0,0,1,0,0,1676,2,1,45,70,70,1,2,42,319,"SE_Bt_Etc_ShirudoraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ShirudoraBye",20,10,False,True,0,0,0,0,95,4085,7020,100,False,0,0,100,0,0,True,False,False,False,False,0,0,False,False,17,19,41,False,40,False
112,"飛隼號",0,"",0,0,1,0,0,1773,2,1,45,15,15,3,4,43,319,"SE_Bt_Etc_HitorinoriWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HitorinoriBye",0,10,False,True,0,0,0,0,96,4086,10080,100,False,0,0,100,0,0,False,False,False,False,False,0,0,False,False,9,22,41,False,40,False
113,"孤傲妖精犬",0,"",0,0,1,0,0,1858,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,85,4082,3302,65,False,0,6,70,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
114,"首領妖精犬",0,"",0,0,1,0,0,1876,2,1,45,15,70,1,0,40,319,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,84,4083,3303,65,False,0,6,70,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
115,"極樂神威",0,"",0,0,1,0,0,1835,2,1,45,85,85,1,0,44,494,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,86,4087,30200,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
116,"狂歡神威",0,"",0,0,1,0,0,1836,2,1,45,85,85,1,0,44,493,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,87,4088,30201,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
117,"",0,"",0,0,1,0,0,1894,2,1,45,15,70,1,0,46,319,"SE_Bt_Etc_HarpieWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_HarpieBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,60,0,0,True,False,False,False,False,0,0,False,False,18,21,41,False,42,False
118,"",0,"",0,0,1,0,0,1995,2,1,45,15,15,5,2,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,9,3,70,0,0,True,False,False,False,False,0,0,False,False,9,19,41,False,40,False
119,"",0,"",0,0,1,0,0,1953,2,1,45,15,70,1,2,28,483,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,-1,0,0,90,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,8,23,41,False,40,False
120,"",0,"",0,0,1,0,0,1952,2,0,45,15,15,0,0,5,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,-1,0,0,65,False,0,0,100,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
121,"魔導獵手",0,"",0,0,1,0,0,2298,2,1,45,0,15,1,2,0,319,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,0,0,0,88,4089,10010,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,0,23,39,False,38,False
122,"鬥獅",0,"",0,0,1,0,0,1725,2,1,45,70,50,1,2,8,319,"SE_Bt_Etc_LionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LionBye",20,10,False,True,0,0,0,0,89,4090,3241,150,False,13,4,70,0,0,False,False,False,False,False,0,0,False,False,9,21,43,False,40,False
123,"鬥熊",0,"",0,0,1,0,0,718,2,1,45,15,70,1,2,9,319,"SE_Bt_Etc_KumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KumaBye",20,10,False,True,0,0,0,0,90,4091,3251,65,False,12,3,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,38,False
124,"鬥豹",0,"",0,0,1,0,0,2049,2,1,45,70,70,1,2,3,319,"SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_CuahrBye",20,10,False,True,0,0,0,0,91,4092,3202,60,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,10,21,41,False,42,False
125,"胡鷹",0,"",0,0,1,0,0,1894,2,1,45,15,70,1,0,46,319,"SE_Bt_Etc_HarpieWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_HarpieBye",20,10,False,True,0,0,0,0,92,4093,5030,100,False,0,0,80,0,0,True,False,False,False,False,0,0,False,False,18,21,41,False,42,False
126,"老者",0,"",0,0,1,0,0,1713,2,1,45,15,85,1,2,47,534,"SE_Bt_Etc_JuraeibisWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_JuraeibisBye",20,10,False,True,0,0,0,0,93,4094,7030,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,0,0,37,False,37,False
127,"兵團虎",0,"",0,0,1,0,0,2173,2,1,45,15,65,1,2,48,319,"SE_Bt_Etc_ToraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ToraBye",20,10,False,True,0,0,0,0,94,4095,3310,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
128,"捕獲的魔導裝甲",0,"",0,0,1,0,0,2,2,0,45,0,15,0,0,0,121,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,65537,0,0,-1,0,0,77,False,0,0,70,0,27,False,False,False,False,False,0,0,False,False,30,23,41,False,40,False
129,"",0,"",0,0,1,0,0,1995,2,1,45,15,15,5,0,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,9,3,70,0,26,True,False,False,False,False,0,0,False,False,9,19,41,False,40,False
130,"伊克西翁",0,"",0,0,1,0,0,2061,2,1,45,70,85,1,2,49,319,"SE_Bt_Etc_IxionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_IxionBye",20,20,False,True,0,0,0,0,97,4096,3320,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,39,False,40,False
131,"",0,"",0,0,1,0,0,2095,2,0,45,15,15,0,0,0,397,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,0,0,30,False,0,0,100,0,28,False,False,False,True,True,0,0,False,False,0,0,37,False,37,False
132,"",0,"",0,0,1,0,0,2096,2,0,45,15,15,0,0,0,397,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,0,0,30,False,0,0,100,0,28,False,False,False,True,True,0,0,False,False,0,0,37,False,37,False
133,"夢幻神威",0,"",0,0,1,0,0,2116,2,1,45,85,85,1,0,44,505,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,99,4101,30202,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
134,"",0,"",0,0,1,0,0,1658,2,1,45,15,70,1,2,9,319,"SE_Bt_Etc_XmasKumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_XmasKumaBye",20,10,False,True,0,0,0,0,-1,0,0,65,False,12,3,70,0,31,False,False,False,False,False,0,0,False,False,9,19,41,False,38,False
135,"風火輪",0,"",0,0,1,0,0,2030,2,1,45,15,15,1,2,50,637,"SE_Bt_Etc_FuukaNirinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FuukaNirinBye",0,20,False,True,0,0,0,0,98,4097,15000,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,39,False,38,False
136,"鬼蝠魟",0,"",0,0,1,0,0,2117,2,1,45,15,15,5,2,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,100,4103,7040,30,False,9,3,70,0,30,True,True,False,False,False,0,0,False,False,9,19,41,False,40,False
137,"",0,"",0,0,1,0,0,2117,2,1,45,15,15,5,2,45,319,"SE_Bt_Etc_MantaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MantaBye",20,10,False,True,0,0,0,0,-1,0,0,30,False,9,3,70,0,29,True,False,False,False,False,0,0,False,False,9,19,41,False,40,False
138,"卡邦庫爾 海藍石",0,"",0,0,1,0,0,2073,2,1,45,70,70,1,2,51,638,"SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,101,4104,3330,120,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,40,False
139,"卡邦庫爾 黃寶石",0,"",0,0,1,0,0,2125,2,1,45,70,70,1,2,51,638,"SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,102,4105,3331,120,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,40,False
140,"飛行座椅",0,"",0,0,1,0,0,2115,2,1,45,85,85,1,2,52,319,"SE_Bt_Etc_LanosceasofaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LanosceasofaBye",0,10,False,True,0,0,0,0,103,4106,16050,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,17,18,41,False,40,False
141,"魔導復仇者騎乘型",0,"",0,0,1,0,0,2072,2,1,45,15,70,1,0,53,319,"SE_Bt_Etc_MekagoriraWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MekagoriraBye",20,10,False,True,0,0,0,0,104,4107,10090,100,False,12,3,50,0,0,False,False,False,False,False,0,0,False,False,0,23,41,False,40,False
142,"葉大妖",0,"",0,0,1,0,0,2071,2,1,45,15,70,1,2,54,319,"SE_Bt_Etc_MarimokunWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MarimokunBye",20,10,False,True,0,0,0,0,105,4108,1040,120,False,0,0,40,0,0,False,False,False,False,False,0,0,False,False,8,19,37,False,38,False
143,"赤兔馬",0,"",0,0,1,0,0,2119,2,1,10,70,70,1,2,55,637,"SE_Bt_Etc_SekitobaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SekitobaBye",20,10,False,True,0,0,0,0,106,4109,3040,100,False,0,0,55,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
144,"白帝神威",0,"",0,0,1,0,0,2167,2,1,45,85,85,1,0,44,536,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,107,4110,30203,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
145,"拘束型魔導死亡爪",0,"",0,0,1,0,0,2118,2,1,45,70,70,1,2,0,319,"SE_Bt_Etc_DeathClawWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DeathClawBye",0,10,False,True,0,0,0,0,108,4111,10020,100,False,0,0,50,0,0,True,False,False,False,False,0,0,False,False,18,19,37,False,37,False
146,"魔象",0,"",0,0,1,0,0,2074,2,1,45,70,15,1,0,0,319,"SE_Bt_Etc_ElephantWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ElephantBye",20,10,False,True,0,0,0,0,109,4112,3340,100,False,0,0,60,0,38,False,True,False,False,False,0,0,False,False,0,18,39,False,38,False
147,"力氣大的魔象",0,"",0,0,1,0,0,2074,2,1,45,70,15,1,0,0,319,"SE_Bt_Etc_ElephantWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ElephantBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,60,0,37,False,False,False,False,False,0,0,False,False,0,18,39,False,38,False
148,"真獅鷲",0,"",0,0,1,0,0,2191,2,1,45,70,60,1,2,20,319,"SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,False,True,0,0,0,0,110,4113,3291,60,False,9,3,60,0,36,False,True,False,False,False,0,0,False,False,9,21,41,False,40,False
149,"真獅鷲",0,"",0,0,1,0,0,2191,2,1,45,70,60,1,2,20,319,"SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,False,True,0,0,0,0,-1,0,0,60,False,9,3,60,0,35,False,False,False,False,False,0,0,False,False,9,21,41,False,40,False
150,"暴龍",0,"",0,0,1,0,0,2126,2,1,45,30,30,1,2,56,319,"SE_Bt_Etc_TRexWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TRexBye",20,20,False,True,0,0,0,0,111,4116,1050,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,19,39,False,40,False
151,"雷迦利亞G型",0,"",0,0,1,0,0,2135,2,1,45,85,85,1,2,57,614,"SE_Bt_Etc_CarWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_CarBye",0,10,False,True,0,0,0,0,112,4138,40010,100,False,0,0,70,3,0,False,False,False,False,False,0,0,False,False,0,19,37,False,37,False
152,"飛天半心椅（右）",0,"",0,0,1,0,0,2179,2,1,45,85,85,1,2,41,319,"SE_Bt_Etc_RightHeartWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RightHeartBye",0,10,False,True,0,0,0,0,113,4114,16061,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,9,19,51,False,50,False
153,"飛天半心椅（左）",0,"",0,0,1,0,0,2180,2,1,45,85,85,1,2,41,319,"SE_Bt_Etc_RightHeartWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RightHeartBye",0,10,False,True,0,0,0,0,114,4115,16060,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,9,19,37,False,37,False
154,"杜彭老師",0,"",0,0,1,0,0,2175,2,1,45,15,15,1,2,58,319,"SE_Bt_Etc_TyuponeWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TyuponeBye",20,20,False,True,0,0,0,0,115,4136,7050,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,19,23,41,False,42,False
155,"",0,"",0,0,1,0,0,2175,2,1,45,15,15,1,2,58,319,"SE_Bt_Etc_TyuponeWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TyuponeBye",20,20,False,True,0,0,0,0,-1,0,0,100,False,0,0,70,0,34,False,False,False,False,False,0,0,False,False,19,23,41,False,42,False
156,"空軍裝甲",0,"",0,0,1,0,0,2174,2,1,45,70,70,6,2,59,535,"SE_Bt_Etc_AirForceWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AirForceBye",0,10,False,True,0,0,0,0,116,4117,11020,100,False,0,0,50,0,0,True,False,False,False,False,0,0,False,False,18,23,41,False,42,False
